id,listing_id,date,comments
25,1,2012-06-26,"Great apartment conveniently located. We really enjoyed the garden setting. The host has nicely appointed the apartment with everything from laundry detergent to travel brochures to condiments in the kitchen. It was a very peaceful place to return to after a long day of sight-seeing. The parking was a little dicey but we did learn how to parallel park on the left side of the road!"
26,1,2012-06-28,"Very nice, clean, comfortable and convenient. Ideal for a couple, but room for one more if needed. The host was very helpful and accomodating."
27,1,2012-07-07,"This worked out quite nicely for our family. The location was convenient via car to both downtown and Ballard. The bed was very comfortable, the futon worked nicely for our kids and the bathroom, while small, was nice with a good shower. The kitchen was also quite usable and nice. Laundry facilities were available with little hassle. The floor is a bit thin, so if you are hypersensitive about noise (which we are not), the occassional walking of the people above might be a detraction. Host was readily accessible via email during our stay and helped us figure out the wifi access."
28,1,2012-07-10,"It was great to have our own apartment while in Seattle. Apartment was clean had cable tv and internet access. The host was a friendly host that welcomed us and then left us alone. She was available to us if we had questions about sites. Her beautiful cat came the next day to greet us and check out who was in her garden apartment. We would recommend this apartment and host to anyone seeking lodging while in the Seattle area. Public bus service was down the street from this apartment. Whole Foods within walking distance and golf course across the street. House hard to find because front or entrance to house is on 14th Street."
29,1,2012-07-26,"Just as advertised. Stylish, comfortable, with privacy and conveniently located within easy walking distance to cafes, Whole Foods, etc. Clean, neat, utilitarian. Low ceiling beam to be aware of for those over 6' 3\ but worth the price of admission. Very economical given location and amenities. The host makes it easy to locate, move in and feel completely at home without being intrusive. I'll be back."
30,1,2012-07-31,"Great location, short drive to everything! Our stay was very comfortable this place had everything we needed, so nice to have the comforts of home. The host was very reachable when we needed something. I highly recommend this place!"
31,1,2012-08-08,"The patio view faces the sunset and is beautiful, great garden patio, the grill is a great touch. It's right on the bus line. Comfortable bed. If you're a tv fan, this place has a LOT of channels! The host responded quickly to any questions or concerns and you get a lot of privacy. Located in a great neighborhood very close to downtown and Seattle Center."
32,1,2012-08-19,"We were here for only two nights and out most of the day between, but we found the apartment to be exactly what it looked like in the photos and exactly what we were looking for: a cool, contemporary, sparsely but tastefully decorated and furnished retreat from the demands of our kids and their kids (love them as we do). We were very comfortable. The host is a charming young woman who was very helpful in accommodating our arrival needs and our other questions. We loved this place and would recommend it to our friends."
33,1,2012-08-28,"Loved our stay there, everything so clean and a beautiful scenery, the host was very welcoming and made sure we were at comfort. thanks so much, what a cozy place."
36,1,2012-09-20,"Great space. Great location. Easy to get to and easy to get around. Will definitely be my first choice next time I'm in Seattle."
37,1,2012-09-25,"Stylish, comfortable space, convenient location, and a friendly, easy going host made this a great home base for our Seattle adventures. We appreciated the laundry facilities and good water pressure in the shower, too. The garden space was lovely to walk through as we came and went, and we felt quite at home in no time. No hesitation in recommending this place!"
38,1,2012-10-26,"This is a very cool spot, spacious, well appointed and private and truly my new favorite rental place in Seattle. The host communicates well and is a conscientious host. Certainly a place I would recommend."
39,1,2012-10-31,"Thanks for a really comfortable stay in Queen Anne! Though that hill can be a pain to climb if you're taking the bus, it was worth the stay in the apartment. The bed and futon couch were extremely comfortable. It was like sleeping on a cloud. It's close to public transit to Downtown and Fremont. A ten minute walk to a yummy burger place called Red Mill, a Starbucks and a QFC Grocery Store (CA Residents: Ralphs!) One of my favorite things about the apartment was hearing the rain outside on the garden. The light switch in the bathroom was a little tricky but I think they had an electrician coming in the day we left to poke around. Thanks again for a great time in Seattle!"
40,1,2012-11-07,"The host's apartment was in a great location to spend the weekend in Seattle. The apartment was clean and had more than enough room for two. The host was prompt in her responses and gave great directions. I would stay here again."
41,1,2012-11-12,"We had a beautiful time in Seattle, walked Everywhere and thoroughly enjoyed our stay. The place is clean, elegant, welcoming and very well equipped for four. The host, while we never met her in person, due to our taking in of the town was a communicative and gracious host.We'll be back!"
42,1,2012-11-18,"For my first stay in Seattle, The host's apartment was wonderful! It was shared between a friend and I, and it was private, quiet, and a nice resting spot to come home to after sightseeing all day. The apartment made me feel like a local, and the neighborhood was lovely.It was close to public transportation and very easy to navigate to and from downtown and other neighborhoods. The host was easy to get into contact with and a pleasant person to deal with. I would recommend this apartment to anyone looking to stay in Seattle."
43,1,2012-11-20,"The one bedroom apartment was clean with central heating already started for us. It was warm and very inviting with a nice nightlight view from the private veranda. We enjoyed making breakfast in the cozy kitchen before we started our day. It was initially a bit difficult to find the place but we had great communication with our host. We rented a car to get around. Street parking was tight but we didn't have any trouble finding a spot and parking was free! We would definitely book again!!"
44,1,2012-11-27,"My family and I stayed here for a week over Thanksgiving. We had a great time. The host was always prompt in replying to any inquiry we had. She gave great directions to find her place. The apartment was homey. The location was convenient to downtown Seattle. We'll stay there again."
45,1,2012-12-03,"My husband and I had a great stay. The apartment is very clean, comfortable, and attractive. The suite is very private, and has it's own little patio, which would be lovely in the summer. The host was very communicative and friendly. Some minor drawbacks include: the suite has very low ceilings, which might be a problem for tall people; it might be a challenge to stay there without a car, as it was a 10 min. drive to downtown and not very close to a commercial area. That being said, we would definitely stay again."
46,1,2012-12-09,"The apartment was clean and peaceful. It's very convenient to public transportation. Whole Foods is a short walk nearby, although there are no restaurants within easy walking distance. The host made the whole process very easy. I would definitely recommend her place to others."
47,1,2012-12-12,"Sweet, clean, pleasant and well-appointed apt. Close to public transportation to downtown, nice outside porch. Great experience overall! Would definitely stay there again, and recommend to others."
48,1,2012-12-16,"It was a fantastic place to stay, really quiet and close to everything downtown. We would stay here again in a heart beat. The host was very helpful with everything. The place was very spacious and had everything that someone would need. First time as rental user, it was awesome. Got more than I expected."
49,1,2012-12-23,"Lovely, well appointed space. I liked the style...the comfort and the well thought out furnishings etc.. I recommend this site."
50,1,2013-02-05,"The host is very friendly and we had a lovely time staying at this apartment! The location is secretly tucked in the back in a very quiet neighborhood that is literally 5-10 minutes away from the Seattle Center, Downtown Seattle, Ballard, Fremont, Capitol Hill, etc. This apartment was very clean and spacious, and the furnishings were carefully laid out that provided an enjoyable experience. Things to note: - Very low ceilings and I'm five feet tall so this suite will definitely be a problem for tall people. - Parking was easy unless you're coming back home after 10pm where you might only have to walk for a minute or two to the apartment. I can't complain too much since it's free parking!- Toilet needs to be flushed twice, no matter if it was your light or heavy load.Overall, great stay and I would consider renting this place again in the future! Thanks!"
51,1,2013-02-22,"We had an excellent time at the apartment...a wonderful quiet place in a great location."
52,1,2013-02-26,"Stayed here with our two small kids. Loved the location, clean safe space."
53,1,2013-02-26,"We enjoyed a comfortable 2 nights. Thank you for your helpful travel instructions to locate the property and also for useful tips on how to enjoy an interesting area of Seattle. We had convenient free street parking and the location was an easy drive to downtown Seattle. Very private and quiet with a comfortable bed and good kitchen facilities. We would love to return to enjoy the patio and private garden when the Summer weather arrives!"
54,1,2013-03-04,"It was a pleasant stay. The apartment was neat, beautiful and private."
55,1,2013-03-07,"The place is really nice and spacious. It's basically a separate 1 bed flat underneath here own house (not in a basement as it's build on a hill) with kitchen, living space and you can use the washing/drying machines, which is very convenient.The area is an affluent residential area and there're relatively good connections into town and other nice areas like Ballard. The host is very nice and interaction is smooth. I'd recommend this place to everyone and this is really good value."
78,1,2013-08-13,"This lovely apartment was a wonderful sanctuary from the hustle and bustle of Seattle. It was truly amazing to return home each day to such a relaxing environment, particular at sunset when we were able to take in stunning pink and orange skies from her cozy porch facing the water."
79,1,2013-08-30,"Great host with a cool spot in Queen Anne. We really enjoyed our stay there."
56,1,2013-03-15,"I had an excellent experience in Seattle. This was my first time using rental, and I couldn't be happier. For half the price of a hotel, I got my own apartment. It's cute, well-maintained, and clean. The host was unobtrusive and helpful. The location is a little hike from amenities, with restaurants a mile or so up the hill, and the grocery about a half mile down the road, but it's doable. The apartment has low-ish ceilings, so if you're super tall this may not be the place for you. Stoked on my experience. I'd definitely stay here again."
57,1,2013-04-02,"She responded so quickly to almost every email and text message, was very courteous and kind. The Apartment was just great and, although a bit confusing to find, was a perfect city hideaway, complete with a bamboo grove out the front windows."
58,1,2013-04-14,"The apartment in Queen Anne is a very serene place to live in. I was pleasantly surprised that it is tucked in a very safe and quiet neighborhood. The host provided very succinct details on how to get to her place and was very friendly and respecting of my privacy through my entire stay.The entire apartment is clean and tidy, the kitchen is ample with utensils, the bedroom is just downright comfortable. There was a few mornings when I had trouble waking up because it was as comfy as a hotel bed!Thank you for the great experience! I recommend staying at her place if you're looking for a no hassle stay!"
59,1,2013-04-28,"Lovely place but very noisy in the evening. Not to recommend to people who do not want their sleep to be affected."
60,1,2013-05-03,"We loved our stay! Great location - very easy to get around all the different neighborhoods of Seattle. The place was perfect for us- very comfortable and clean, close to Trader Joe's/Whole Foods and full kitchen to stock everything. If you have your own car - you can find a parking spot relatively close by (if not directly in front) which is excellent for Seattle. Last but not least, the host was a gracious and accommodating host. We highly recommend her place!"
61,1,2013-05-09,"My husband and I had a pleasant stay. She was a gracious host. Her place is quaint and clean. It was conveniently located (Trader Joe's, Whole Foods Market, Starbucks, Pike's Place, and downtown). Aloha from Hawaii May 2013"
62,1,2013-05-12,"I really enjoyed stayingin the apartment. The bed was really comfortable and there was also a comfortable sofa bed. The location was very convenient and street parking was not too difficult. The host was a great host and made us feel welcome. I wouldn't hesitate to stay here again when I come back to Seattle"
63,1,2013-05-17,"This apt is so well kept and beautiful and in such a perfect location!!!! It's quiet and secluded and the kitchen is well equipped. What a perfect place to stay"
64,1,2013-05-24,"Very comfy and spacious. The host was very quick to respond. Apartment was well appointed. Nice towels and there was always street parking available close to the house. You can hear a lot of road noise./traffic so that may bother you if you are not used to it. Other than that everything was great and I would stay here again."
65,1,2013-05-28,"the apartment was great and provided perfect accommodationsfor our needs. the only comment as an improvement tomake it more comfortable/safe/secure feeling is to have windowcoverings that completely block out seeing into the space. neither my travel partner and I are comfortable with close next door living quarters being able to have full view into our 'living' space. also, hard to sleep past daybreak with morning light not blocked out fully. love the look of bamboo reed coverings, just not the coverage they provide on their own. other than that, the communication was great, we were left to our own devices (like), the space was exactly as offered, street parking was available easily. would love to stay here again when in seattle."
66,1,2013-06-09,"Very cute place in great location, our stay could not have been better!"
67,1,2013-06-13,"Very nice place to stay, optimal location. I don't think there are better deals for staying in Seattle!"
68,1,2013-06-15,"The apartment was spacious and very nice. Had a little trouble initially finding her home and parking but generally all was very convenient and very pleasant. We only saw her on that first day of two days/nights. Would have liked to thank her in person that last day but instead, emailed our thanks. Would recommend to friends who are traveling to Seattle."
69,1,2013-06-23,"The place had everything we needed for our visit. It was a clean, comfortable little apartment. The host was quick to reply, she was really sweet and professional to work with. We would love to rent again next time we are in Seattle! Thanks! Donna and Clint Schnecksville PA"
70,1,2013-06-27,"The apartment is a walk out basement unit that is very clean and super cozy! It's a little hard to find at first, but once you do, it's smooth sailing. The bed was comfortable and street parking was easy to find in our rental car."
71,1,2013-07-06,"This place was perfect for us. The apartment was spotless, roomy and very comfortable. We enjoyed the sunny deck in the late afternoons. The host was very accommodating and responded promptly when I called or texted her with questions. This is definitely the first place I will look for the next trip to Seattle. We had a wonderful time there! We didn't want to leave! Great location and very private."
72,1,2013-07-09,"Great value and interesting digs in a quiet and cute Seattle neighborhood. My wife Nancy and I recommend this place for anyone."
73,1,2013-07-18,"Great location for acclimatization the first two days in the US. Parking in front of the house. Separate private entrance, we met the host only at our arrival. Well equiped appartment.Closed to Queen Anne restaurants and shops."
74,1,2013-07-27,"Everything could not have been easier! The apartment was clean and comfortable - and a great central location. Definitely glad we stayed in the apartment rather than a hotel."
75,1,2013-07-31,"Wonderful space in a convenient location. The host was very accommodating of our schedule and our kids. A super experience all the way around. THANKS!!!!"
76,1,2013-08-04,"We had a very pleasant experience! The apartment was clean, tidy and had everything we could have required during our stay. We only got to meet/speak with the host in passing, but she was lovely and a very accommodating hostess! I'd definitely stay here again if I were to return to the area. Thanks!"
77,1,2013-08-11,"We stayed for a week, and the suite was wonderful-- we spent many happy hours sitting on the porch/terrace admiring the landscaping and just relaxing. The suite was very clean, and well supplied with linens, towels, dishes, etc. (with one exception-- would have loved a toaster!). We saw the host mostly in passing, as she was gardening or coming in or out, but she was very prompt with returning any texts or emails and answering our questions. Would certainly recommend her suite to anyone who wants to spend some time in Seattle-- the location is excellent and you can be downtown very quickly, as it's close to a major road-- the downside of that is some traffic noise, but it quiets down at night. We were very happy with our time there and would definitely return."
114,10,2014-07-21,"Beautiful home and comfortable. Wish it was more walking distance to downtown ballard"
80,1,2013-09-09,"We had a great stay at the apartment. The apartment was very clean and well appointed. Being its own self-contained space it felt just as private as having our own hotel room or apartment. Having the kitchen available was a great way to save some money on eating out as well. Concerning others' comments about the reed window blinds not offering enough privacy, there are accordion-style window shades hung behind the reed blinds which you can lower for complete privacy. The host was very helpful and responsive to any questions we had. Being a lifelong resident of Seattle she was a great resource for questions we had about the town itself. We wouldn't hesitate to stay with her again. Overall, it was a great experience and just what we needed for our trip."
81,10,2013-10-14,"We LOVED staying at this house!!! It is so adorable and impeccably clean. Such warm hosts- they left us local beer and some snacks! And they gave us some helpful info about the neighborhood, which is fantastic with many restaurants, bars, and really cute shops. Every room of the house is great, and we especially loved that the living room has a fireplace and record player which we were welcomed to use. We took advantage of that and had an amazing Washington experience. I'd definitely recommend this booking!!"
82,1,2013-10-18,"Our family had a wonderful time in this Queen Anne apartment. The room was clean and exactly as pictured. The neighborhood was quiet and it was an easy 20-30 minute bus/walk to downtown. We would definitely recommend this apartment to anyone planning a Seattle visit."
83,1,2013-10-29,"The place was perfect for a couple to spend the weekend in Seattle! It was quiet, spacious, comfortable and affordable. And the view was SICK!!. The host was a great host to us from the beginning. Our flight didn't land in Seattle until around 11PM and she stayed up all night waiting for us to arrive. And when we did, she greeted us at the door. She was very responsive to any text/messages I sent and was very polite and respectful. My girlfriend and i had a fantastic stay and we would do it again in a heartbeat! Thank you so much!"
84,1,2013-11-02,"The place was nicely located right off a central avenue and in a great neighborhood. The host was very accommodating to our travel schedule which was a great help. The streets are a little tough to navigate (but that's all of Seattle) and parking can be tight (especially in the evening) but it usually works out alright. It's a great place especially if you're on a budget as it has a bed and a futon as well as a nice little kitchen."
85,1,2013-12-01,"We recently moved to Seattle and stayed in this apartment while we searched for a perm place to live. From start to finish our stay couldn't have been better. The apartment was very comfortable for the two of us. It was beautifully decorated and nicely appointed. Internet was super fast and reliable, cleaning supplies/linens were always stocked, and the laundry room was very convenient. Also parking was no problem at all - on the rare days when we couldn't find a spot right in front of the house, we didn't have to go far for another. The neighborhood was perfectly positioned - close the the D bus, which will get you to many neighborhoods: Downtown, Lower Queen Anne, Fremont, Ballard...You can also hike up the hill to the boutiques, restaurants and coffee shops of Upper Queen Anne, taking in the beautiful houses and gardens along the way. The host was super nice, laid back and responsive throughout our stay. I wouldn't hesitate to recommend it!"
86,10,2013-12-02,"We had a great stay at this apartment over Thanksgiving holiday. The beds were cozy, the kitchen was well stocked with all the necessary gadgets, and the location was perfect. Just a five minute walk to the heart of Ballard, and right across the street from the Ballard Market, key in last minute food pick-ups. Our only gripe was there was a condo construction site directly next door. Construction began promptly at 7am every morning, making it impossible to get some extra sleep-in time on our vacation. I would definitely stay here again."
87,1,2013-12-04,"This was a really lovely apartment to stay in while in Seattle!"
88,1,2013-12-10,"This place was fantastic for me and 3 friends who went to Seattle for vacation (me to see Pearl Jam close out their tour). We had absolutely no complaints and communication with the host was wonderful. Location is Perfect for getting around Seattle. We took advantage of the BBQ grill even though it was cold out. A top notch vacation rental experience."
89,1,2013-12-11,"A delightful little place. Cute and quirky but everything you need. Careful if you are a very tall person as the ceiling is low in some places."
90,1,2013-12-15,"The space is lovely, clean, peaceful and private. We particularly enjoyed the sense of calmness permeating the space. The bed was comfortable, as were the pillows, and we liked the spaciousness of the apartment. We hope to return in warmer weather! Only quirk we encountered was a somewhat temperamental toilet, but it was no big deal. And, although the address is on Gilman, the door seems to be on14th, which took some getting used to. We enjoyed walking up the hill (take the stairs whenever possible!) to Macrina Bakery at the top of Queen Anne."
91,1,2013-12-17,"The host was a great host, answered questions promptly and the accommodations were very comfortable."
92,1,2013-12-20,"The apartment was such a treat to stay in. Not only did it have all the comforts of home, but it also had the most delightful details that really made me want to stay in rather than go out! Queen Anne is such a great neighbourhood, and is located perfectly for strolls around the hill. I would recommend you stay here if you want to enjoy the neighbourhood and have a cosy, private and beautiful space to stay in during your stay in Seattle."
93,1,2013-12-27,"I highly recommend this place. It was quiet and private. I was surprise with her attention to detail. She has little things in the apartment that just makes you feel at home. I stayed for a week and was able to run to the gym in the morning and walk to the grocery store. The neighborhood is safe and quiet. I would definitely stay there again on my next trip to Seattle."
94,1,2013-12-31,"My wife and I really enjoyed our time here. Super comfortable place to relax. In terms of location, if you come by car, you can't beat it. Five to ten minute drive to downtown, five minutes to Ballard, absolutely a convenient place. Great restaurants very nearby in Ballard. Saved a bit of money by taking out and eating at home which was awesome. The host was super friendly and knowledgeable about the neighbour. Thank you! We will be back again!"
95,1,2014-01-01,"We loved our stay at this apartment! The host was friendly, quick to get back to us, clear with directions and information and very accommodating. The apartment itself was stylish, a great size for two people, clean and adorable overall. The neighborhood is cute and tucked away from loud city life but within walking distance of stores and cafes. We also loved the bamboo surrounding the patio and enjoyed eating breakfast among it. We will definitely stay again when we are in the Seattle area!"
145,4,2014-11-03,"We were disappointed with the property. The entry is in an alley which is not ideal, the door was damaged and appeared to be glued, and the property was not clean. The host was accommodating when we asked to have an additional guest stay at the property."
96,1,2014-03-27,"The host has a great little apartment. We had all the comforts we were hoping for, including everything we needed to prepare light meals. We planned this as a really touristy trip, committing our budget to entrance fees, etc, so being able to make breakfast and dinner was perfect. There is a QFC grocery store close by. We really enjoyed sitting on the covered porch with a beer in hand after walking miles around the city. Although we didn't take advantage, you can catch public transit pretty easily from here. We really appreciated the location as being right between Ballard and downtown, making day trips in any direction really convenient. Also, she has fun stencils for drawing and a \Finding Nemo\ dvd. Rad."
97,10,2014-03-31,"This place was in a fantastic location close to shops, great restaurants in Ballard and only a short distance to Freemont. The house was very cosy with everything we neededAs mentioned in the description, parking is a little hard to find out the front of the house but no real big deal in adjoining streets."
98,1,2014-04-04,"Staying in this apartment was amazing. She had all of the amenities a person could dream of - laundry, a closet with hangers, towels, extra linens - you can tell she put a lot of thought in putting together the space. We ended up cooking a lot and this apartment had a wonderfully stocked kitchen. It's a bit far away from restaurants and downtown, but Seattle is a gorgeous place to walk around and we had a great time hunting around for places in nearby Ballard, Fremont, and Capitol Hill!"
99,10,2014-04-04,"Great townhome right in the heart of Ballard, pictures are very accurate of the clean modern place. Was impressed that the owner called me during my stay to check on everything. The description accounts for the parking challenges, but only had to park down the street so no big deal. If you are looking for a 2br near the center of Ballard, this is a great choice!"
100,1,2014-04-06,"This is a beautiful apartment in a cute part of town. It's close to the arty Fremont District (cool statues, Theo chocolate factory), has some of it's own fantastic restaurants, and even houses a wonderful distillery worth checking out (Sound Spirits). The bed is remarkably comfortable, plenty of space, and a gorgeous garden if you're there during the day. The one caveat is this is a part of town with twisty streets and limited parking, so be aware it may take a moment to find a place to leave your car. Definitely keeping this place in my back pocket for my next trip."
101,1,2014-04-09,"What a wonderful experience. The host has a very beautiful place. It was exactly as she described. All our needs were met . It was very private and peaceful. This will be our home away from home in Seattle and we will recommend the place to our friends traveling to Seattle. Thank you so much!"
102,1,2014-04-17,"I had such a wonderful stay at this place--the perfect sanctuary to unwind after a long day. The property is absolutely beautiful, and the apartment is appointed with everything to create a feeling of a true home away from home. The kitchen is well equipped, so having the option to cook at home was an added bonus. The host was prompt in responding to any inquiries I had also.The house is within close proximity to public transportation, but be prepared for a bit of a hike up and down the hill in order to get to and from the bus station.I would most definitely stay here again on my next trip to Seattle!"
103,1,2014-05-01,"The host and her apartment were absolutely wonderful! The photos don't do the place justice! I wish we had more time to stay and chat, but she was a wonderful host - welcome at our Brooklyn home anytime. If you're looking for a quiet and beautiful place to stay in Seattle, I would definitely recommend this apartment!"
104,1,2014-05-05,"The place was perfect for our trip! Far enough from the hustle and bustle of the city, but close enough to get there in no time. We actually went back to the apartment in the middle of the day each day (rented a car) to take a break from exploring. We were basically 15 mins or less from everywhere! The apartment itself was very spacious, had a cute set-up, and a cozy feel to it. There's also a cool patio area designated for the space that overlooks the garden. The host was really friendly (not to mention very accomodating - our flight was delayed over 3 hours, arriving to her place at 2am!) and responded promptly. I would definitely stay here again!"
